TweetID	Annotation
471758870088785920	No
471779337180835841	No
471781255772520448	No
471795247564201984	No
471817236593012736	No
471820899386392577	No
471824036578992128	No
471830413242302465	No
471870612856918016	No
471903423416135682	No
471910521654886400	No
471927332890898432	No
471953988066480128	No
471972159922110464	No
471981814673072129	No
471991955485106176	No
472033141864275968	No
472058996502056960	No
472081526101123073	No
472082195688194049	No
472092128571842560	No
472098930528772096	No
472129311592681474	No
472137474211606528	No
472194917335175168	No
472204990329933826	No
472214868918296576	Yes
472216855823011840	No
472233019718529025	No
472247007432564737	No
472258799743827968	No
472267691458179072	No
472268414095204352	No
472272020768817152	No
472272021163102208	No
472272021578321920	No
472272021645451264	No
472285796268257281	No
472374432917630976	No
472390397944414208	No
472393055668932609	No
472444584572616704	No
472454333217255424	No
472459167668928512	No
472464347315572736	No
472480603292839936	No
472487917072695296	No
472513647546073088	No
472581112561410049	No
472593223043776512	No
472597287123050497	No
472608766316527618	No
472633531093749760	No
472647564727431170	No
472656729520369665	No
472660583628959745	No
472687077499629568	No
472696296659492864	No
472704149029912576	No
472715828690161665	No
472727435755397120	No
472742661506355200	No
472746446836740096	No
472749877542522880	No
472790659838251008	No
472801736126889984	Yes
472847754075856898	No
472849567159840768	No
472854379427418113	No
472873197952835585	No
472883939611516928	No
472910725632233472	No
472917591644995584	No
472950064626024449	No
472996070176202752	No
473004505731063808	No
473012219333316608	No
473027618791383040	No
473052641908785152	No
473074270353260546	No
473103533303398400	No
473123502552535040	No
473132382686810112	No
473157651195777025	No
473180572756742145	No
473187917016219648	No
473197207957823488	No
473228092878913536	No
473229881422385153	No
473264495780200448	No
473273412342009856	No
473294656470798336	No
473296273118724096	No
473296283935862786	No
473449206829416449	No
473493254093418496	No
473538934694486016	Yes
473541440208134145	No
473542646523502592	Yes
473555166726078464	No
473622477331898368	No
473625175595155456	No
473630559168909312	No
473638148728049664	No
473638904680427520	No
473698796036448256	No
473702671409348608	No
473730051855233024	No
473790328550719489	Yes
473803213398106112	No
473806449047392256	No
473883801022906368	No
473886637710389248	No
473887094948233217	No
473897983298506752	No
473907670865694722	No
473921121272602624	No
473922567158632448	No
473926430964080640	No
473933132714881024	No
473941225712537600	No
473954315191582720	No
473999776992595968	No
474005853717024769	No
474011853006200833	No
474052582470451200	No
474053942146789376	No
474060023509708800	No
474071993089007616	No
474074406483156992	No
474101812359090176	No
474122130603270145	No
474199702921940992	No
474204510223892480	No
474219244767682563	No
474227824002220033	No
474228527009910784	No
474243839499059200	No
474310126988709889	No
474321716333019136	No
474352067746603008	No
474360535367319552	No
474377417570525184	No
474409275901890560	No
474458963803926528	No
474460236720652288	No
474461283526656000	No
474484498231750656	No
474516410975391744	No
474516580614017024	No
474535901272748032	No
474537027044528128	No
474545022776655872	No
474546149055946753	No
474546805699788800	No
474551009952694273	No
474567166558490624	No
474568366343356416	No
474569444782780417	No
474581084098027520	No
474585938996494336	No
474595247700578305	No
474600117375229953	No
474600523233234946	No
474606431560163329	No
474608004470300672	No
474622051127685120	No
474632068581036033	No
474642943869857792	No
474658664184152064	No
474698355256619008	No
474733389736460288	No
474736314492141568	No
474738291200098305	No
474753339708563457	No
474845684093706240	No
474849331695337472	No
474851335406632960	No
474884462355152897	No
474886055104348160	No
474895778415411200	No
474902909969530881	No
474908706929647616	No
474945213887422464	No
474951595596054528	No
474965114735435776	No
474979036137930752	No
475008229747867648	No
475010446710558722	No
475047425141260289	No
475074982167732224	No
475087295188848640	No
475278111240491008	No
475328845239697408	No
475386091215020033	No
475390059290845184	No
475396991128580096	Yes
475459072125599744	No
475615908468383744	No
475627991796817920	No
475633225230843904	No
475656620371095552	No
475667077915619328	No
475684996016246784	No
475688005597147137	No
475693200657498114	No
475695780863684608	No
475725635655311360	No
475744118602493952	Yes
475830600298143745	Yes
475979207554498560	No
476004474998521857	No
476009405138210816	No
476012622241079296	No
476025663053246464	No
476036595829985281	No
476053238404612096	No
476056484523290626	No
476082103893770240	No
476083251023736834	No
476090326491598848	No
476092560935370752	No
476098276551163904	No
476216877484482560	No
476251524361101312	Yes
476323257453674497	No
476372986891882497	Yes
476403346761609216	No
476422707639103488	No
476438623639072769	No
476462258315624448	No
476477834018717697	No
476490397649104896	No
476494766821998592	No
476499396721651712	No
476537923027095552	Yes
476538923293085696	No
476557462171287553	No
476578714361548800	No
476598733535449089	No
476599524241055745	No
476620116684468224	No
476623033038553088	No
476673645939814400	No
476677828818501632	No
476678936106369024	No
476711973833687040	No
476741874678775808	No
476773614944260096	No
476783508283981824	No
476821875465531392	No
476843167929860099	No
476930025888178176	No
477008215998484480	No
477033622122561536	No
477044802836385792	No
477049092842225664	No
477089060968624128	No
477100000930193408	No
477124384767741953	No
477131337598394369	No
477136187216625665	No
477148381530574848	No
477170519834230784	No
477174230501437440	No
477174306687176704	No
477183809738518528	No
477187374188068865	No
477192336322363392	No
477254815915851778	No
477275155161706496	No
477295571993370624	No
477302930027327488	No
477307555295670272	No
477309248192671744	No
477316559157747714	No
477320384287899649	No
477324182985129984	No
477343322609315840	No
477374836810199040	No
477375455843323904	No
477382574432858112	No
477395712834273280	No
477428807305949184	No
477436402226176000	No
477447261027188736	No
477467640831545345	No
477490536668856320	No
477491428118237184	No
477501143653056512	No
477503245296750593	No
477528199870418944	No
477537432532164609	No
477615513284386816	No
477673664104910848	No
477704205306982400	No
477731919724294144	No
477733729339572224	No
477746040733716480	No
477841342047858688	No
477855066267734017	No
477868315965009920	No
477892009228001280	No
477904058758754304	No
477950344224571393	No
477956784204701698	No
478004600067207168	No
478017841740783617	No
478071066804244480	No
478110790042411009	Yes
478138228042899456	No
478198524971331585	No
478206224216096768	No
478228344316899328	Yes
478311709086449664	No
478348542806065152	No
478408040652107776	No
478463957578301440	No
478478235081375744	No
478501668607520768	No
478504185713799168	No
478523784308064256	No
478563826267602944	No
478593805927858176	No
478606915602096128	No
478622379825168384	No
478622947138351104	No
478671751438532608	No
478674046859505664	No
478712339068235776	No
478739249986940929	No
478780480608030720	No
478793639045640192	No
478869682351378432	No
478871718316892160	No
478889495128178688	No
478891278269435905	No
478911770355306496	No
478918390460190720	No
478948406597931008	No
478955413954498560	No
478985870159380480	No
478996651047395328	No
479000572142833664	No
479025319257853952	No
479028920688193536	No
479036175261663233	No
479050317787856896	No
479053801329283073	No
479068962815090689	No
479070114244222976	No
479096145314983936	No
479173228175568896	No
479220192141389824	No
479270757185646592	No
479277368855764992	No
479311675313893376	No
479320411541602305	No
479322847777935360	No
479322848591241217	No
479323326092169217	No
479327642206760960	No
479334534434291714	No
479341955218804737	No
479365672799961088	No
479367481476128768	No
479375180700340226	No
479376487355654145	No
479388366073372672	No
479392461035278337	No
479401763783856128	No
479443535536852992	No
479458877142880256	No
479481315595911168	No
479493959816060928	No
479499426676105216	No
479511687985233920	No
479512098116882432	No
479517947493220353	No
479522575983599616	No
479526678033874944	No
479578638313324544	No
479593479065325568	Yes
479608498053840896	No
479614058492989440	No
479623218136088576	No
479629299558129664	No
479657763526557696	No
479669678571143168	No
479691919455694848	No
479696761863569408	No
479698342612832257	No
479744080050933761	No
479753470371586048	No
479793437600804866	No
479793500733468673	No
479798140933926912	No
479848135204679681	No
479891755672682496	No
479958651432472576	No
479986565406818304	No
479991586089353216	No
480014924928647170	No
480016297913118721	No
480034247722274816	No
480047872088764416	No
480072754537177088	No
480075006861639680	No
480075414967439360	No
480095942277087233	No
480125115607166977	No
480131719467909120	Yes
480136041069047808	No
480142359330840576	No
480145921171521536	No
480146424449875968	No
480158084556271616	No
480164988800471040	No
480227466426843136	No
480287634057478144	No
480301017020784640	No
480312657791045632	No
480358096083374081	No
480372851284131840	No
480385254646374400	No
480388768269369344	No
480403134263857152	No
480403155755098113	No
480409934396678144	No
480415039929995264	No
480449919304880128	No
480453125162029056	No
480461909360386048	No
480471047461167104	No
480492129462939648	No
480503511554084865	No
480507078092783616	No
480507749810601984	No
480525591104339968	No
480553415278612480	No
480561366336413696	No
480634285909475328	No
480645418981003264	No
480648671730876416	No
480652233630298112	No
480664699168911360	No
480699481986719744	No
480708307192397824	No
480723165581414400	No
480735783687835649	No
480736292972400640	No
480742504258879488	No
480749855049269248	No
480767286266298368	No
480784278197133312	No
480786275063300098	No
480796945904971776	No
480802159232315392	No
480805096620847104	No
480805568362586112	No
480805797585518593	No
480811084082069505	No
480823681652781056	No
480825418967433216	No
480868033175769088	No
481003323013992448	No
481059190530531328	No
481092620848885760	No
481137881117757440	No
481175620316327936	No
481179732537774080	No
481182628906041344	No
481187303830720513	No
481188006712606721	No
481202428054753280	No
481229687214333953	No
481229705832833025	No
481306553744506881	No
481328252934311936	No
481348016365137920	No
481368971846098945	No
481371584410963969	No
481411884735012864	No
481412817602764800	No
481412820278738944	No
481413740827783168	No
481418438707908608	No
481444193328312322	No
481449631587790848	No
481460456956391424	No
481467992039895040	No
481473806134177792	No
481474692209852417	No
481478434347315200	No
481482814466973697	Yes
481486568364847105	No
481490260577505280	No
481497713834733568	No
481504334627082240	No
481512848183398400	No
481539726823137280	No
481542676480000000	No
481559824938045441	No
481568802216222721	No
481575444337414144	No
481584790395944960	No
481592474717024256	No
481603507275833345	No
481604057694343168	No
481606723007164416	No
481607186389295105	No
481616119673782272	No
481637834453823490	No
481642130340057088	No
481655573193457664	No
481670385960624129	No
481677982655086593	No
481720934165143552	No
481729792790650880	No
481764884854870016	No
481798662113480704	No
481826142593499136	No
481837282811326465	No
481845030848458752	No
481850554176782336	No
481864974764343296	No
481867275600162817	No
481884763335061504	No
481901852091371521	No
481909335337861120	No
481913998678720512	No
481919725958488066	No
481920911546019844	No
481926059449798658	No
481926359883595777	No
481954944623603712	No
481957193433227264	No
481957259073683456	No
481961368128466944	No
481973549809541120	No
482063179108065280	No
482080062158544896	No
482081103214161921	No
482081889990090752	No
482128162420035585	No
482169373868560385	No
482175254291574784	No
482209517845762048	No
482259917047230464	No
482269305241755648	No
482270303502872576	No
482275858963374080	No
482338796566888448	No
482343861692686337	No
482350565419008000	Yes
482359007886462976	Yes
482391237668773888	No
482404897057685504	No
482409504395780096	No
482422588195340289	No
482423271804379136	No
482427328333508608	No
482453701999603712	No
482460587587538944	No
482502796923920384	No
482505002645471232	No
482512703466905600	No
482520959241289728	Yes
482541226227294208	No
482560948063207424	No
482566350322561024	No
482566399706300416	No
482598334721712129	No
482602304391348224	No
482606649031815168	No
482613302284275712	No
482618786689081345	No
482656531360395265	No
482690553042460672	No
482731674338209792	No
482769843901325312	No
482779001291685889	No
482798883962355712	No
482809110530777089	No
482829830040600576	No
482833088104656896	No
482848889721335808	No
482908756196741120	No
482909193935286272	No
482936793369571328	No
482953381477363712	No
482962295119564800	No
482962298332401665	No
483004355239366656	No
483022169044025344	No
483027293976027136	No
483033433203945472	No
483055789645774848	No
483104072724008960	Yes
483112070817148931	No
483216610870972416	No
483288335553937408	No
483296749537488896	No
483303813118300160	No
483303898073939968	No
483309811925524480	No
483321752807022592	No
483322529738522624	No
483328124713586688	No
483341870911602689	No
483345146780848128	No
483377779015442432	No
483378287260209154	No
483393319775776768	No
483435831726977024	No
483472100426911744	Yes
483486881620197376	No
483512775894106112	No
483514810852970497	No
483552764174155776	No
483577140219109377	No
483578832579219456	No
483583240016384000	No
483584187505840128	No
483604979182080002	No
483606959611183104	No
483626322821120000	No
483633717856833537	No
483635266348138497	No
483637299284951040	No
483646032438632448	No
483648581673689088	No
483649494819815424	No
483650009607700480	No
483650688170598400	No
483656852534992896	No
483658954468114432	No
483659381360173056	No
483660402791043072	No
483665107986436097	No
483671426273382400	No
483677600427294720	No
483678432622964737	No
483680317874515968	No
483697256127033345	No
483699651409760256	No
483700833612464128	No
483705319021760514	No
483706748851613696	No
483709182172856320	No
483709235406979072	No
483719802435805184	No
483720128345800704	No
483720742098726912	No
483721543608832000	No
483728818268827648	No
483736093393969153	No
483736369219387392	Yes
483748025399922690	No
483767240274087936	No
483780571521634305	No
483788304954191872	No
483789534908674048	No
483795983864975360	No
483798302656192512	No
483814082597117952	No
483821854696538112	No
483847923843997697	No
483853025015238656	No
483872697445650432	No
483872917021659137	No
483885700278796289	No
483889734595256320	No
483890129275068416	No
483891394444935168	No
483901619981910016	No
483906136244887552	No
483907880655925248	No
483913834327851009	No
483919150570811394	No
483943360227323904	No
483944007219687425	No
483944009098747905	No
483944010784841729	No
483944012714221568	No
483944706330877953	No
483945264504250368	No
483945614477361152	No
483945718638714880	No
483945920980353024	No
483945934251114497	No
483946266381287426	No
483946945015058432	No
483946948462784512	No
483947791111053313	No
483947810749173760	No
483948028278370304	No
483948068740419586	No
483949037855723520	No
483949197079498752	No
483953338925342722	No
483955484555493376	No
483957252228136960	No
483960380973015040	No
483960972726788096	No
483969307978637314	No
483976293176717312	No
483977453337993217	No
483980645639524353	No
483983542506905600	No
483984055654809602	No
483984713359843329	No
483987616510259200	No
483988477370200065	No
483988654067441667	No
483990255704342528	No
483990562866229249	No
483996507360600064	No
483997015336947713	No
483998047412551680	No
483998048167530496	No
484006044952432642	No
484006558590726144	No
484006606020280320	No
484007851623735296	No
484013665663082497	No
484030881733300224	No
484044641185304576	No
484051487174037504	No
484055227260104704	No
484061333520801792	No
484061971730280448	No
484064547666661376	No
484069592374206464	No
484071457358479360	No
484074832640737280	No
484082028162203648	No
484083758052945921	No
484083758262665217	No
484086166539366401	No
484091164086120448	No
484094116750307328	No
484106036974862337	No
484106037595607040	No
484111874372276224	No
484118548147896320	No
484119691091509248	No
484120674190258176	No
484152466142154752	No
484154714616238081	No
484158769191219202	No
484179863767891968	No
484182375190917121	No
484182395877208065	No
484201533584969728	No
484203917371539456	No
484213462306783232	No
484217451174187009	No
484231276786765826	No
484231324425678850	No
484236817168736256	No
484246382685859842	No
484250053326811136	No
484250077951574016	No
484252459154411520	No
484254343416131584	No
484254347182632961	No
484254349351084033	No
484254351028805633	No
484254352899461120	No
484254356758224896	No
484255088429367296	No
484257723148943360	No
484261058379780097	No
484261454632062976	No
484262455586324480	No
484263132777283584	No
484263134392102912	No
484263137080655872	No
484263138108260352	No
484263461665669120	No
484263848984473600	No
484263865283510272	No
484266883546230784	No
484271355433472000	No
484271358222684160	No
484271640998838272	No
484279175243907073	No
484279233338814464	No
484280466929762304	No
484283490796457984	No
484284840603561986	No
484288710049935360	No
484289441608257536	No
484290168724017152	No
484291008679526400	No
484303693164990465	No
484309385335042049	No
484311197467291648	No
484312595000983552	No
484312962555858944	No
484314077926551552	No
484316920586727425	No
484317420086386688	No
484320533572780034	No
484320541365776384	No
484343527489695745	No
484343924777955330	No
484344121876676609	No
484344123709599745	No
484344127446728704	No
484344533144989696	No
484347758053052417	No
484352540826275840	No
484364440951726080	No
484367126426161152	No
484370808660574208	No
484372414718287873	No
484373893034283009	No
484376506060124161	No
484377805937860608	Yes
484380991851855873	No
484389932186615809	No
484395026810540032	No
484396236393697280	No
484406099698016258	No
484410329850322944	No
484411858968117249	No
484413459245723648	No
484419961843359744	No
484422640011345921	No
484427390659993601	No
484439269864640512	No
484440879084494851	No
484441483026497536	No
484447410849325056	No
484458245776752640	No
484473207375032320	No
484503309693485057	No
484509892762664960	No
484511675220250624	No
484515887677210625	No
484538926766780416	No
484548447027331072	No
484549220972912640	No
484549902442450945	No
484558156467429376	No
484562413295898624	No
484569963940683776	No
484583327689502720	No
484583545646510083	No
484613130220503040	No
484652522716422144	No
484660822787252224	No
484669214675197952	No
484673516919193601	No
484675545016180736	No
484679953355911168	No
484680380466069504	No
484681525703630848	No
484686311312621568	No
484686312096944128	No
484695941912350721	No
484696900986478592	No
484701837832908800	No
484704273150664704	No
484708498098651136	No
484708744383967232	No
484708755699810304	No
484708912046686209	No
484711809526820864	No
484729262055120896	No
484732312655900672	No
484741563348971520	No
484752628971470848	No
484753352350134273	No
484754266590965761	No
484757162267140096	No
484766723904901120	No
484769546557878273	No
484769546603986944	No
484772528221855745	No
484774892647497728	No
484782031809699840	No
484803771030306816	No
484820228099309568	No
484827791301828608	No
484835119056687105	No
484839074641874946	No
484840455696171009	No
484840688614248449	No
484841479698132992	No
484844921787256832	No
484845260338896896	No
484846356771897344	No
484864393294139392	No
484867776147103744	No
484873256998957057	No
484876510332219392	No
484879902319972353	No
484885460167057408	No
484890721309052930	No
484902034794377216	No
484927337348481024	No
484937363383017472	No
484945334783979520	No
484980156382347264	No
484997676770267136	No
485022057621495808	No
485041592617926656	No
485046953215262720	No
485048455715618816	No
485062186050805761	No
485067608312782849	No
485079012449193984	No
485101561698201602	No
485110801091817472	No
485136926039887872	No
485140490778464256	No
485143828748181504	No
485156632641671168	No
485164612598251521	No
485180658323845121	No
485181533054324736	No
485181667464970240	No
485181900253036545	No
485188071278014464	No
485196771295907840	No
485216000892469248	No
485266886939381760	No
485273657561059328	No
485274425202597889	No
485313628292526080	No
485346786702532608	No
485351465205379073	No
485354976739598336	No
485361041237635072	No
485367001901445120	No
485370044658876416	No
485370314965385217	No
485385605073756160	No
485404048326426624	No
485421110121758720	No
485421625735925760	No
485431108339658752	No
485443516487565312	No
485464576503599104	No
485500728082194432	No
485505145443483648	No
485513503466590208	No
485517095682453504	No
485524442790232064	No
485538889332166656	No
485544836708446208	No
485551850452963329	No
485559112860983296	No
485572715001413632	No
485585894368616451	No
485591673699696641	No
485591999236808704	No
485596362671923200	No
485600592761339905	No
485605884949585920	No
485606847349784576	No
485607804560891906	No
485611501982478336	No
485627666498727938	No
485651922763132928	No
485656271530778624	No
485679200071081985	No
485681539469291521	No
485694929046630401	No
485718268284788736	No
485727031758712832	No
485758893830987777	No
485835785871294464	No
485860230677680130	No
485864596410867713	No
485875740236599296	No
485876376994865152	No
485891775610249216	No
485892605125730304	No
485931187157098496	No
485936360784949249	Yes
485945625805328385	No
485950057003622400	No
485957802918420481	No
485972841578655745	No
485978299840339969	No
486061333558071296	No
486097599947358208	No
486100201149837312	No
486104087034097664	No
486104873050841088	No
486109497174556673	No
486114642876715010	No
486114938134745088	No
486117809504542720	No
486119050968584192	No
486120717709090816	No
486120843232043010	No
486120961692168192	No
486123415120908289	No
486127436690497537	No
486139560318222337	No
486144070192885761	No
486146566428692483	No
486147992580141056	No
486150766894141440	No
486196103235534848	No
486201880419504128	No
486228950926901248	No
486230993762652160	No
486235745409986560	No
486253570128240640	No
486262479367204864	No
486279297813188608	No
486287837697167361	No
486305643666898945	No
486305654467227648	No
486312671974002688	No
486356952113754114	No
486359752021008385	No
486366582289887232	No
486371708476354561	No
486382859520069632	No
486388367244791808	No
486406734479904769	No
486421972826750976	No
486462507918585857	No
486466261757358080	No
486472968193986560	No
486473574807773184	No
486479172488163328	No
486485463017201665	No
486490533003808768	No
486491554279067648	No
486494876113338369	No
486534985789493248	No
486536879131885568	No
486542362186096642	No
486543214011117568	No
486545065943515136	No
486551873005301760	No
486553734802341888	No
486563124598677504	No
486574584817528832	No
486582423254102016	No
486609755268734977	No
486615346002944000	No
486615466312749056	No
486618808983904256	No
486637441608974336	No
486654051002875905	No
486654544890191872	No
486654696652685312	No
486661239863783424	No
486671511001264128	No
486675805343604736	No
486683539841495040	No
486707559978373120	No
486710437275136000	No
486773693172178944	No
486787639698530304	No
486795138346131456	No
486809016895827969	No
486827016273289216	No
486902899675791361	No
486905605999693824	No
486926207946997761	No
486943603843796993	No
486949255836614656	No
486956321452089345	No
486965783797727232	No
486967640531800065	No
486974947235876864	No
486976913358204928	No
486984925816815616	No
487027676327059457	No
487027684170792960	No
487033398700281856	No
487043717216620544	No
487072376761647104	No
487074609855229952	No
487087273666555904	No
487088647360245760	No
487101740018188289	No
487110895835697152	No
487148277239132160	No
487155257353723904	No
487182225122017280	No
487182246822965249	No
487200922188394496	No
487203270365294592	No
487216513456566272	No
487219698132844544	No
487221709691289600	No
487225345004011520	No
487226483669491712	No
487269017150054400	No
487274948453748736	No
487278692968964097	No
487280125323792384	No
487294735900360704	No
487297765224218624	No
487298999649828864	No
487302338743631872	No
487318119036502016	No
487335929716027392	No
487341179873538048	No
487354988922826752	No
487370178892931072	No
487386343178522624	No
487412949058084864	No
487423478308413440	Yes
487425027080720384	No
487462119261364224	No
487462481095565312	No
487463704209149952	No
487472310501523456	No
487498448132775936	No
487499009544978432	No
487499529982607361	No
487502910193168384	No
487512306155544576	No
487525909923385344	No
487532600605827072	No
487552374232215552	No
487554681758310400	No
487557391601664001	No
487574692283559936	No
487580815837364224	No
487583965159505920	Yes
487602275498467328	No
487605924623048704	No
487609662682853376	No
487628640499531776	No
487636260031569920	No
487641938808823808	Yes
487649503970086913	No
487654030701641728	No
487669480836063233	No
487677965916852224	No
487685121089478656	No
487686754028490752	No
487696476450357249	No
487710653013319680	No
487712627465158656	No
487715769808347136	No
487746529055485952	No
487780016995184640	No
487781659153272832	No
487782138339950592	No
487782357751963649	No
487782366568804352	No
487782374898298880	No
487782385648283648	No
487782749567451137	No
487791879140806656	No
487812225189425152	Yes
487864552940634112	No
487896537515978752	No
487923861145796608	No
487944672359100416	No
487946894216527873	No
487948577025826816	No
487954947506712577	No
487957901521469440	No
487969420736602114	No
487981970119725056	No
487989879188385793	Yes
487990150908375040	No
488002787461308416	No
488018658317185025	Yes
488030347809271808	No
488030994004721664	Yes
488031070492049409	No
488031976641658880	No
488038317033000960	No
488065061622382592	No
488070686829989888	No
488089877654040576	No
488111539912994816	No
488117224876834817	No
488135181463977986	No
488137327764844545	No
488151955131609088	No
488170935099621376	No
488175674835107840	No
488197180533252096	No
488203557770780673	No
488207634273935361	No
488227836353052673	No
488247658843471872	No
488264591458451456	No
488270030799650816	Yes
488270254511255552	No
488324273959092224	Yes
488350908628357120	Yes
488353923452116992	No
488379429198901248	No
488379561495650304	No
488382787800813569	No
488391079159668736	No
488391358772551680	No
488393160108699648	No
488400477575344128	No
488409321223757824	No
488419944183627776	No
488427169463697409	No
488430972421955585	No
488436060142456833	No
488437449891119104	No
488444086399930368	No
488460146671370240	No
488474171941613568	No
488477233590583296	No
488489721212174336	No
488515669928198144	No
488534224849608704	No
488547677937090560	No
488553348313141249	No
488575106890096641	No
488586967249326080	No
488595495376269312	No
488619059383377920	No
488620176955289600	No
488636728635576320	No
488637082454462464	No
488650945346015232	No
488656376252489728	No
488661287073632256	No
488676163758612480	No
488700853033783297	Yes
488701185336283136	No
488704473406398464	No
488706193008103424	No
488708558158954496	No
488738156960026624	No
488761128059936768	No
488764038936268802	No
488784846211518464	No
488792763526557696	No
488813420905787393	No
488847908327137282	No
488861275636899841	No
488868405181546496	No
488878526356279296	No
488892831822405633	No
488893886735994882	No
488901800968585216	No
488902877877121024	No
488937248281604096	No
488945435612954627	No
488960827635286016	No
488962844751560704	No
488974449749004289	No
488985988287717377	No
489019114909073408	No
489020886922821632	No
489045781966782464	No
489051635432574976	No
489051904673345538	No
489054564176232448	No
489082455379283969	No
489104189134340097	No
489146633322373120	No
489151560111628289	No
489158984600141824	No
489160924411215873	No
489180130791948288	No
489181841530703872	No
489185489682182144	No
489222371270594560	No
489223999659180033	No
489230283125051393	No
489235465804197890	No
489243425745932288	No
489290972212527104	No
489300172045049856	No
489303921626988544	No
489305711286157312	No
489333411312848897	No
489358233123835904	No
489361769492938752	No
489365402762608640	No
489382324627582976	No
489401205106688000	No
489403736943763456	No
489404764208496640	No
489406704748994561	No
489416539263619075	No
489426091644174337	No
489427622355812352	No
489430998250037250	No
489436375935369216	No
489455232217133056	No
489459598169210880	No
489467483481706496	No
489468469859975168	No
489470066304761856	No
489517430889123843	No
489526041031888896	No
489540667899535360	No
489588708652228608	No
489589892520112128	No
489609106769330176	No
489625703542185985	No
489642050946879488	No
489644146047860736	No
489644252448968704	No
489659165376532480	No
489666312114020353	No
489670438935855104	No
489671222238908416	No
489678161022820352	No
489738761123930112	No
489757605426769920	No
489760131773521920	No
489765526256640001	No
489766819616399361	No
489776284659384320	No
489778989037535233	No
489780157578625024	No
489790409380724736	No
489797582831771648	No
489802734976380928	No
489807515752726528	No
489807630550835200	No
489815161969319936	No
489824918473691136	No
489826631595618305	No
489828520026472448	No
489832221272834048	No
489835789568970752	No
489836757609750528	No
489838793412055040	No
489842834472980480	No
489861961069641728	No
489866704969670657	No
489872813872787456	No
489902258369609728	No
489916406084153344	No
489918224281378816	No
489926198089482240	No
489990073010905088	No
489991570695790594	No
490038596565745665	No
490089541337108480	No
490090096146665472	No
490094654121992192	No
490099707805708288	No
490126412792479744	No
490135567976247297	No
490172489654616065	No
490182880316776448	No
490188089898565632	No
490189973661155328	No
490204015817281537	No
490209717021442048	No
490232005939167232	No
490232193202270208	No
490246189527613440	No
490252626546540544	No
490258843403034624	No
490273789016825857	No
490308357631537153	No
490315333547597824	No
490324596516982784	No
490343850960248832	No
490360928190623744	No
490367645813063680	No
490393615244746753	No
490420315650936832	No
490421805472292864	No
490423670305996800	Yes
490425784398389249	No
490435632997879809	No
490437536393986048	No
490450942018744320	No
490454590262104064	No
490460546731229186	No
490480397416140800	No
490498662506954752	No
490504670796713984	No
