Tweet Id	Annotation
639260709642203136	Yes
640302484989153280	Yes
638947359834173440	Yes
639291624774696960	No
639932394259267585	No
645456516753952768	Yes
639573435807494145	No
643812005443317760	No
644312082926710785	No
641102799548366848	No
643940529114320896	No
638217532520837120	Yes
638846776368234497	Yes
639271924619591680	No
636619900686061568	Yes
639687842369699840	No
641048430584852480	No
642830388872790016	No
641020532939468800	Yes
640541926689755136	No
639167892571951105	Yes
639288700841541632	Yes
638741220311760896	Yes
641263171760558080	No
638469398425001984	No
640774126785929216	No
641441219038478336	No
643591593061154817	No
643429589927067648	No
637008236298772480	No
643529644671639552	No
642961427137957888	No
639882135273345024	No
640690208023953408	No
640145505171939328	Yes
641689992532729856	No
636261379327021056	No
640723950696173568	No
640736679750463488	No
643327221562667008	Yes
640969553007259648	No
646425637524217856	No
644081662993629185	Yes
641654215799009280	Yes
642571434951229444	No
638800716824485893	No
640896568179195904	No
637684496234516480	Yes
638254176280010752	Yes
644059310960562176	No
636622307406905344	Yes
639644430408941569	No
641803783949971456	No
639613191757144065	No
642547561908211712	No
644403156194099200	No
646907165941362688	No
642248582959988736	Yes
638643462171197441	No
641324388625854464	No
638932049429168128	Yes
638460171576999936	Yes
643937848417193984	No
637920195432976384	Yes
641428279010922496	No
641097761270579200	No
638599702196256770	No
643786029820968960	No
640947933827895296	No
639282422765359104	No
637797179206201344	No
643268005359669248	No
639283487346966529	No
640995218775392256	No
639887481786249216	No
636106920621817856	No
644314534602084352	No
637340367512170496	No
642736271920529412	No
641059654005428224	No
642772706287464448	No
638446946668146689	No
649319806038994944	Yes
642114942896771072	No
642813830729371648	No
643905414791237632	No
641187818690121728	Yes
642821204542361600	Yes
646976122928893952	No
648369352899710976	No
641915162929274880	No
649014761338761217	No
641297118389383168	No
639795714147545088	No
643596155205648384	No
642375147182120960	Yes
647568421715111936	Yes
642517586442227712	No
643756200736129024	No
641115078318686208	No
643450753659502592	Yes
643607386830319616	No
639081738749108225	No
641841491120295936	Yes
639914343706955776	Yes
642656022109163525	No
639772972245479424	No
639654584890208256	No
638835257580478465	Yes
642634188357791744	No
640239599579754496	No
642058182932754432	Yes
643406691137122304	No
640616952352759809	No
640224822480515072	No
640944981717348352	No
644612894445821952	No
646974076087463940	Yes
640542658105053185	No
639491328682889217	No
641952316556492800	No
642019843097653248	No
642440984333320192	No
648206362820767746	Yes
638496071208071168	Yes
643536711675457536	No
639551276670291968	No
640213010154393601	No
639315300870131712	No
641097413223038976	Yes
644135391147069442	No
639350558885847041	No
644150503283236864	No
638562832481546240	No
642205814736965632	No
641088566336950272	Yes
639976452457373696	No
639040087976734721	Yes
640094788184748032	Yes
639959114551066624	No
640007916234248192	No
643414028992299008	No
638939211375054848	Yes
641819091192401920	Yes
641494827973087232	Yes
646608865379942400	Yes
642614091643641856	No
638744789006028800	Yes
645658656969748481	Yes
641053628879519746	No
640312345768497153	No
643839632854020096	No
640498157772754944	No
643809097645752320	No
639498770670071808	Yes
643632877989720064	No
638692095855882241	No
640368599962484736	No
646193350094118912	No
647911628789301248	Yes
641875161361219585	No
641111580466409472	Yes
640776704802189312	No
640725257532272640	No
645851397305581568	No
637630067644862466	Yes
635642095932301312	No
638855320144609280	No
639238024589524993	Yes
639896498189242369	No
642064824369868800	No
638539721170247681	Yes
639243735923081216	No
641367400752021505	No
639585824267309056	No
639646976208797697	No
639959862529650688	No
639386641874989056	No
644401859977986049	No
640859292053204992	No
643379631085584384	Yes
637369601853116416	No
644043949863227392	No
639558134315352064	No
638381127863025664	No
644399050461212672	No
638569130740854784	Yes
642121156368183296	No
640627372421722112	Yes
638303070242373632	No
646892873040965632	No
640575876757909504	No
645496957939679232	No
646139367027638272	No
641831773207425024	Yes
642680545793712129	Yes
644672754789122048	No
640199311347875840	No
636281037182627840	No
643318880710987776	No
642372192978763777	No
639123374023835649	No
643937450256171008	Yes
646973022646218752	No
644394951590211584	No
639371297701539840	No
640733205075750912	No
638932916911915008	No
639926175960166400	Yes
641418715653779456	No
644073961978884096	Yes
639863883914571776	Yes
643221930473058304	Yes
644548998938906629	No
641764497011687424	No
641430690001760256	No
639141109659246597	No
638455172524478464	No
643886701174108160	No
643281422875099136	No
641074684780351488	No
642253151970594816	No
640039292245536768	No
636421358017089536	Yes
638506113814540288	No
644913744644931584	No
639238188267995136	No
643877755356995586	No
637302758517903360	No
638805713603596289	No
643268824582737920	No
642027852032905217	No
639249367698804736	No
643310447777615873	No
637656483837046784	No
637351861142618113	No
648739033917448193	No
640763381767643138	No
645872999191609344	No
639446702534062080	No
639963471061323777	No
644697932072005632	No
641264968420077568	No
641352795438776321	No
639278374867832832	No
645754301265104896	Yes
639765303212163076	No
647105310100815872	No
643505393554096128	No
638651711117262848	No
639959387059032064	No
643972244272623616	No
646357396630151168	No
640631471175266305	No
642049637961072640	Yes
642468780979818497	No
637089809853353984	No
640694807938002944	Yes
641294872029192192	No
643932134059692032	Yes
640011701627301888	Yes
641787855262613504	No
639855222781710336	No
647382009963257856	No
646402751040090112	No
638879636424925184	No
644309947275153408	No
642825570305351680	No
641405679610281984	No
645698977719975936	No
641654214779777025	Yes
636245354422255616	No
641844221326962688	No
639300404698812416	No
635812350675824641	No
642742061716905984	No
640582646200991745	No
644397099816083456	Yes
638511611062317056	No
638583370667139072	No
636204756441001984	No
641325888529940481	No
640638520894320640	No
636413159390232577	Yes
639831744498143232	No
638823568969564162	No
639875682240217088	Yes
640964165474119680	No
639173970520969216	No
640771490309369857	No
641128076278022144	No
638757636561768449	No
642451674007666688	Yes
643910492315066369	No
638251444122980352	No
640846959754895364	No
641941073028366336	No
636238990434283520	Yes
647643385935728640	No
636416360403197952	Yes
642246667123728384	No
643275745217937410	No
639285075759099904	No
647095732730757120	Yes
640320806342537216	No
636384668472901634	No
646541814439108608	No
643740211160092674	No
639477124764692481	No
639998775436685312	No
641382236563107840	No
646645405665521667	Yes
636767035368861696	Yes
642485116716118016	No
641000278230192128	No
642628895817138176	No
639767466693001216	No
643641109986471937	No
638485863446507521	No
641274876280442880	No
641224246597943296	No
644603762330468352	No
639615562822348800	No
641821597381226496	No
638456119002722304	Yes
639075005364629508	Yes
643653218065514496	No
645411983941050369	No
639258974576111616	No
638599357000982528	Yes
643593513196777473	No
642708899318132736	No
643825100899373056	No
641084419915157505	No
640443675764355072	Yes
643891807525339137	No
640934900422545409	No
641284324067643392	No
639646390814158849	No
641611169346654208	No
640362444460658688	No
639945423952543745	No
643801194247270400	No
639675831678205952	No
638721836549828608	No
636365027763691520	No
640623332564426752	No
640631730936745984	No
639230980268515328	Yes
647045639130382336	Yes
644396346414399489	No
638205960972963840	No
639505075203735552	Yes
637890101171888128	Yes
643848779452579846	No
645449236239089664	No
643969959421304832	No
640880010027470848	No
641151102784774144	No
639884269972791296	No
640215754932011008	Yes
641452746399424514	No
643922350648463364	No
641203954240630784	No
643534296599396352	No
639385908790337536	No
639800667024920580	No
649154223385509888	Yes
638594245557882880	No
640826836281241600	No
640818164012482560	No
637702068036308992	Yes
643764212330704896	No
647610034378178560	No
639327338337988608	No
639839722127273984	Yes
640969270315339780	No
638530245876940804	No
639556249055592449	No
641522607016296448	No
636140122656780288	No
638189576561934336	Yes
639462815909081088	No
644657701406900224	No
640474594269372417	Yes
636665631547392000	No
645013492030812160	Yes
641293393532837888	No
643337644852793344	No
643755821516455936	No
642576907830059008	No
637978181014802432	Yes
642769661566783489	No
640728019443683328	No
638130927789559808	Yes
638594713394749440	No
640608859002929152	No
642054760070283264	No
639617757395451904	No
639870525112762369	Yes
639661776213151744	No
640659344762273793	No
646920369102696449	No
642311870276308992	No
642060609467584512	Yes
649073718631665664	No
644488823494287362	No
644874543983521792	No
639712459549360128	No
642001790041522176	No
643631973961830400	No
638819341975220224	No
644335650074857472	No
642762622987735040	Yes
644655626254184448	Yes
636290285413244928	Yes
644340965981880320	No
637424823690399744	Yes
642209346433236992	Yes
645379591826186240	No
639659761386950656	Yes
645032330206310400	No
648690681884471296	No
639411449119444994	No
647436955911778304	No
644899556518457345	Yes
639040094415003648	No
643878189974982656	No
637511410193313792	No
638522388045545472	Yes
641342021244878848	No
639746701616517120	No
643939138476089344	No
645430474790305792	No
645445937293299712	No
640974561685676032	No
643940454392705024	No
647289920784957440	No
637407821709967361	No
638044924991139840	No
637368530208321536	Yes
643728729596821504	No
648658226389614592	Yes
646929524861628416	No
637542265485791232	Yes
643385622787399680	No
646001492046970880	Yes
636204120341356545	No
636141951188901888	No
640663748181684224	No
639277968821481472	No
640641381719891968	No
637508225982558208	Yes
639247419293589504	No
639288081967906816	No
643761024823332864	No
637111006397861888	No
643609488029675520	Yes
641857715107704833	No
640657353352867840	No
640348713928511488	Yes
648231257848082432	Yes
639916931999498240	No
643971768802279424	No
635689030991130624	No
642766157183774720	No
645343294793367552	No
645656280154132480	No
643617249392226304	No
643976114801537024	No
646088936310206465	No
644843017539616768	Yes
649360606684839936	Yes
643644829566660608	No
642714899945164800	No
643981207169015809	No
647152076842254336	No
636009097620406272	No
639969578953539584	No
642576507047559168	No
635666550729543680	No
645652488012627968	No
642282821986312192	Yes
640037198138470400	Yes
642105422061551616	Yes
643602982588649472	Yes
642766506003050496	No
644669760941240320	Yes
639713575167090688	No
639846398616322048	No
640272765409447936	No
647914599401046016	No
636280025868824576	Yes
642189832773611521	No
640633385749233664	No
640828498152570880	Yes
638733918062034944	Yes
644036819709988864	No
637855031388184576	No
640687175747682304	No
639602786666049536	No
643303109029064705	No
640583218920587264	No
644141894331666432	No
639437168474226688	Yes
642543099944677376	No
642085985900195841	No
639951123139424256	Yes
639707057306759168	No
646478650720825344	No
636511559624323072	Yes
641331780545576960	Yes
643230703040221184	No
639996246887923712	No
640739886820118528	No
643339202340474880	Yes
642474128797253632	No
647830516121493504	Yes
641099475008667648	No
639287021916151808	Yes
643638882248978434	No
641624417320214528	No
641012621030895616	No
643659168470077440	Yes
639676046879666176	No
636874599414693888	No
643976645842497536	No
643734608526209024	No
643283141780594688	No
640918849898987520	No
643629742508384256	No
639858849776861184	No
639904261778862080	No
646291607243894784	No
640967802887651328	No
636742902614478848	Yes
640540862498238465	No
637242592359522305	Yes
639210342216765440	No
639903729429385216	No
644309716173197313	No
643946055369928708	Yes
